hour,is_holiday,day_night,surveillance_coverage,temperature,population_density,cases_7days,cases_30days,risk_level
0,0,1,0.3,15.2,11579.0,13,38,高风险
13,0,0,0.3,18.3,14211.0,12,19,中风险
18,1,1,0.55,36.9,19474.0,20,44,中风险
8,0,0,0.45,12.1,28684.0,8,12,中风险
5,0,1,0.75,4.3,24737.0,12,52,中风险
6,1,0,0.7,15.2,16842.0,1,27,中风险
13,1,0,0.45,2.8,23421.0,8,45,中风险
4,0,1,0.35,10.5,12895.0,6,7,中风险
6,1,0,0.3,36.9,24737.0,13,53,中风险
1,0,1,0.15,40.0,23421.0,18,40,高风险
3,0,1,0.0,15.2,18158.0,0,40,高风险
15,0,0,0.6,-0.3,18158.0,8,39,中风险
7,0,0,0.35,26.0,22105.0,17,57,中风险
23,1,1,0.6,-1.9,22105.0,11,48,高风险
4,0,1,0.35,32.2,8947.0,16,22,中风险
2,0,1,0.0,12.1,8947.0,9,9,中风险
19,0,1,0.5,21.4,14211.0,19,42,高风险
10,0,0,0.9,30.7,23421.0,7,35,中风险
11,0,0,0.0,13.6,15526.0,19,38,中风险
17,0,0,1.0,16.7,28684.0,11,34,中风险
18,1,1,0.05,19.8,24737.0,2,15,中风险
2,1,1,0.65,38.4,15526.0,9,24,中风险
3,0,1,0.95,18.3,20789.0,20,26,高风险
12,0,0,0.0,29.1,19474.0,12,16,中风险
15,1,0,0.7,12.1,26053.0,5,44,中风险
16,0,0,0.45,22.9,26053.0,12,36,中风险
8,0,0,0.3,9.0,22105.0,6,13,中风险
9,0,0,0.25,-5.0,14211.0,19,58,中风险
13,1,0,0.55,35.3,26053.0,15,32,中风险
13,0,0,0.8,30.7,7632.0,13,37,低风险
16,0,0,0.05,19.8,24737.0,10,24,中风险
4,0,1,0.25,7.4,8947.0,4,18,中风险
18,0,1,0.75,5.9,7632.0,11,22,中风险
16,1,0,0.35,18.3,19474.0,0,4,低风险
15,1,0,0.95,35.3,27368.0,18,22,低风险
8,1,0,0.2,33.8,22105.0,16,48,中风险
5,0,1,1.0,5.9,10263.0,3,14,中风险
19,0,1,0.2,18.3,19474.0,5,38,高风险
4,0,1,0.9,-3.4,27368.0,1,11,中风险
8,1,0,0.15,13.6,12895.0,0,0,低风险
3,0,1,0.3,2.8,28684.0,6,34,高风险
21,0,1,0.4,30.7,30000.0,2,22,中风险
21,1,1,0.85,22.9,30000.0,19,46,中风险
15,0,0,0.25,32.2,24737.0,16,33,中风险
21,0,1,0.35,9.0,26053.0,12,46,高风险
17,1,0,0.2,13.6,5000.0,15,24,中风险
23,1,1,0.35,35.3,24737.0,16,20,中风险
8,0,0,0.4,12.1,14211.0,14,28,中风险
22,0,1,0.9,32.2,16842.0,12,25,中风险
7,1,0,0.05,38.4,30000.0,8,16,中风险
17,0,0,0.2,30.7,5000.0,6,14,中风险
19,0,1,0.9,38.4,23421.0,10,27,中风险
1,0,1,0.7,7.4,14211.0,14,32,高风险
22,1,1,0.5,36.9,8947.0,12,14,中风险
4,1,1,0.35,1.2,20789.0,10,16,中风险
13,1,0,0.0,-1.9,12895.0,3,19,低风险
7,1,0,0.5,7.4,10263.0,16,25,中风险
1,1,1,0.8,38.4,18158.0,9,29,中风险
8,1,0,0.45,30.7,12895.0,2,18,低风险
15,1,0,0.05,5.9,16842.0,13,32,中风险
3,1,1,0.15,35.3,26053.0,1,10,中风险
2,0,1,0.4,1.2,11579.0,15,22,中风险
5,0,1,0.5,27.6,26053.0,8,25,高风险
12,1,0,0.25,15.2,30000.0,3,4,中风险
22,1,1,0.75,5.9,11579.0,18,56,中风险
19,1,1,0.1,21.4,30000.0,8,30,高风险
6,1,0,0.95,7.4,23421.0,20,39,中风险
23,0,1,1.0,1.2,26053.0,6,29,中风险
23,0,1,0.45,27.6,16842.0,4,6,中风险
7,1,0,0.45,13.6,20789.0,8,17,中风险
20,1,1,0.65,35.3,15526.0,13,38,中风险
0,0,1,0.05,19.8,18158.0,8,22,高风险
20,1,1,0.45,24.5,10263.0,3,23,中风险
15,0,0,0.5,-5.0,8947.0,11,29,低风险
10,1,0,0.4,5.9,7632.0,6,9,低风险
12,0,0,0.6,-5.0,14211.0,3,39,低风险
9,1,0,0.5,1.2,10263.0,0,23,低风险
3,0,1,0.8,1.2,27368.0,17,27,中风险
4,0,1,0.35,18.3,24737.0,12,35,高风险
6,1,0,0.25,18.3,7632.0,16,45,高风险
14,0,0,0.45,-5.0,11579.0,20,31,中风险
8,0,0,0.2,24.5,26053.0,12,33,中风险
20,0,1,0.9,29.1,30000.0,9,31,中风险
9,0,0,0.2,1.2,18158.0,19,27,中风险
13,1,0,0.5,29.1,15526.0,8,31,低风险
15,1,0,0.7,27.6,8947.0,8,42,低风险
22,0,1,0.55,40.0,7632.0,2,23,中风险
1,1,1,0.9,15.2,19474.0,14,48,中风险
14,1,0,0.35,24.5,28684.0,4,27,中风险
14,1,0,0.95,2.8,28684.0,14,14,低风险
10,0,0,0.75,30.7,22105.0,1,3,低风险
10,1,0,0.35,30.7,27368.0,5,20,中风险
10,0,0,0.3,1.2,28684.0,20,47,中风险
18,1,1,0.6,16.7,20789.0,9,13,中风险
22,0,1,0.35,12.1,18158.0,7,36,中风险
8,0,0,1.0,38.4,26053.0,1,4,低风险
5,0,1,0.65,-3.4,6316.0,17,54,中风险
22,1,1,0.35,32.2,7632.0,5,17,中风险
6,1,0,0.5,27.6,23421.0,20,33,高风险
6,0,0,0.1,2.8,12895.0,3,15,中风险
2,0,1,0.85,24.5,20789.0,12,17,高风险
7,1,0,0.9,22.9,23421.0,8,21,中风险
13,0,0,0.15,29.1,5000.0,18,34,中风险
23,1,1,0.0,2.8,5000.0,11,40,中风险
23,0,1,0.75,21.4,14211.0,13,41,高风险
19,1,1,0.25,2.8,8947.0,0,10,中风险
0,0,1,0.3,21.4,26053.0,14,27,高风险
12,1,0,0.7,35.3,22105.0,15,38,中风险
23,1,1,0.0,-5.0,10263.0,1,11,中风险
3,1,1,0.7,27.6,22105.0,10,49,高风险
4,1,1,0.25,35.3,5000.0,3,37,中风险
17,1,0,0.6,13.6,10263.0,4,4,低风险
16,0,0,0.15,13.6,30000.0,1,26,中风险
15,0,0,0.15,9.0,23421.0,20,56,中风险
17,0,0,0.4,21.4,15526.0,10,14,中风险
15,0,0,0.05,32.2,28684.0,7,13,中风险
23,1,1,0.35,7.4,23421.0,7,43,高风险
1,0,1,0.4,33.8,18158.0,7,32,中风险
13,1,0,0.1,10.5,6316.0,6,8,低风险
0,1,1,0.35,10.5,14211.0,1,24,中风险
11,1,0,0.1,40.0,15526.0,8,33,中风险
0,0,1,0.7,26.0,14211.0,8,44,高风险
10,0,0,0.5,-3.4,12895.0,2,29,低风险
17,0,0,0.9,10.5,8947.0,6,14,低风险
3,1,1,1.0,7.4,26053.0,14,32,中风险
20,0,1,0.2,5.9,11579.0,12,27,中风险
0,1,1,0.2,5.9,24737.0,15,52,高风险
5,1,1,0.1,9.0,23421.0,9,31,高风险
3,0,1,0.3,-5.0,7632.0,14,33,中风险
4,0,1,0.3,38.4,28684.0,14,21,高风险
9,1,0,0.15,4.3,5000.0,7,16,低风险
12,0,0,0.6,21.4,7632.0,15,16,中风险
18,0,1,1.0,-1.9,8947.0,10,15,低风险
4,1,1,0.05,21.4,18158.0,9,22,高风险
10,1,0,0.3,4.3,28684.0,16,23,中风险
14,1,0,0.3,10.5,7632.0,8,40,低风险
22,1,1,0.3,38.4,23421.0,8,45,中风险
18,1,1,0.55,5.9,19474.0,18,25,中风险
16,1,0,0.4,27.6,15526.0,15,40,中风险
21,1,1,0.4,26.0,15526.0,15,28,中风险
11,1,0,0.05,15.2,26053.0,16,19,中风险
8,1,0,0.7,1.2,10263.0,14,49,中风险
4,1,1,0.25,10.5,11579.0,10,43,高风险
1,1,1,0.05,24.5,20789.0,19,52,高风险
16,0,0,0.45,12.1,11579.0,11,42,中风险
6,0,0,0.5,-5.0,10263.0,7,20,中风险
17,1,0,0.7,13.6,23421.0,19,31,中风险
12,1,0,0.9,16.7,19474.0,14,49,中风险
0,0,1,0.8,21.4,12895.0,10,15,中风险
8,1,0,0.8,-1.9,8947.0,16,39,低风险
5,0,1,0.15,-1.9,20789.0,16,24,高风险
14,1,0,0.85,30.7,22105.0,5,32,低风险
9,1,0,0.5,10.5,10263.0,16,41,中风险
6,0,0,0.25,26.0,7632.0,15,52,高风险
2,0,1,0.8,40.0,19474.0,6,45,中风险
16,0,0,0.65,12.1,10263.0,12,52,中风险
13,0,0,0.25,33.8,14211.0,17,57,中风险
3,0,1,0.2,5.9,8947.0,12,18,中风险
3,0,1,0.65,27.6,20789.0,4,35,高风险
7,1,0,0.15,32.2,24737.0,1,23,中风险
7,0,0,0.6,10.5,23421.0,9,42,中风险
17,0,0,0.15,18.3,10263.0,0,35,中风险
19,0,1,0.35,22.9,27368.0,13,17,高风险
14,1,0,0.85,32.2,15526.0,14,17,低风险
6,1,0,0.4,30.7,26053.0,15,21,中风险
8,0,0,0.35,35.3,26053.0,15,29,中风险
1,1,1,0.8,5.9,23421.0,2,22,中风险
22,0,1,0.85,9.0,23421.0,14,20,高风险
23,1,1,0.6,32.2,23421.0,20,33,高风险
0,0,1,0.75,21.4,24737.0,2,26,高风险
22,0,1,0.75,35.3,7632.0,19,48,中风险
18,0,1,0.1,27.6,20789.0,3,35,高风险
1,1,1,1.0,19.8,27368.0,7,23,中风险
10,0,0,0.3,16.7,24737.0,2,26,中风险
19,1,1,0.55,-1.9,19474.0,11,13,中风险
8,0,0,0.6,38.4,14211.0,13,35,中风险
22,0,1,0.85,38.4,23421.0,4,14,中风险
13,1,0,0.6,2.8,20789.0,12,49,中风险
7,1,0,0.25,7.4,18158.0,20,25,中风险
13,1,0,0.25,15.2,6316.0,20,21,中风险
21,1,1,0.65,18.3,8947.0,18,51,中风险
0,1,1,0.05,35.3,28684.0,2,13,中风险
16,0,0,0.1,-5.0,12895.0,7,15,中风险
20,1,1,0.5,-1.9,30000.0,16,45,中风险
2,0,1,0.0,29.1,19474.0,16,37,高风险
10,0,0,1.0,-3.4,15526.0,10,28,低风险
3,1,1,0.8,-0.3,6316.0,19,44,中风险
12,1,0,0.3,22.9,15526.0,13,52,中风险
7,0,0,0.0,40.0,14211.0,9,26,中风险
13,0,0,0.35,40.0,24737.0,20,55,中风险
10,0,0,0.45,-5.0,11579.0,12,27,中风险
14,0,0,0.35,10.5,10263.0,15,15,中风险
22,1,1,0.8,32.2,22105.0,9,25,中风险
2,0,1,0.4,-5.0,24737.0,11,48,高风险
8,1,0,0.4,38.4,19474.0,6,16,低风险
11,1,0,0.6,36.9,7632.0,1,30,低风险
19,0,1,0.95,19.8,27368.0,19,39,高风险
1,0,1,0.85,-3.4,19474.0,18,57,中风险
2,0,1,0.0,16.7,6316.0,15,35,高风险
8,0,0,0.25,22.9,6316.0,10,22,中风险
6,1,0,0.35,40.0,23421.0,11,51,中风险
19,0,1,0.95,2.8,23421.0,7,22,中风险
10,0,0,0.2,36.9,16842.0,4,24,中风险
23,0,1,0.4,36.9,11579.0,19,21,中风险
16,1,0,0.3,40.0,10263.0,1,19,低风险
11,0,0,0.5,33.8,16842.0,0,31,中风险
6,0,0,0.75,33.8,7632.0,17,47,中风险
16,0,0,0.85,36.9,6316.0,2,33,低风险
7,1,0,0.8,7.4,7632.0,4,15,低风险
22,1,1,0.25,30.7,10263.0,14,20,高风险
2,1,1,0.1,4.3,22105.0,14,22,高风险
18,0,1,0.9,21.4,23421.0,17,39,高风险
13,0,0,0.45,36.9,22105.0,15,35,中风险
16,0,0,0.65,16.7,24737.0,0,1,中风险
23,1,1,0.85,29.1,26053.0,2,8,中风险
7,1,0,0.1,24.5,5000.0,1,4,低风险
14,1,0,0.3,18.3,6316.0,8,35,低风险
1,1,1,0.85,24.5,28684.0,15,40,高风险
19,1,1,0.05,30.7,7632.0,5,44,中风险
3,1,1,1.0,-0.3,28684.0,20,41,中风险
12,1,0,0.85,15.2,16842.0,0,35,低风险
17,1,0,0.65,13.6,27368.0,10,34,中风险
17,1,0,0.75,-1.9,15526.0,4,43,低风险
12,0,0,0.75,30.7,6316.0,1,7,低风险
10,0,0,0.1,29.1,24737.0,19,35,中风险
20,1,1,0.7,4.3,28684.0,10,34,中风险
10,0,0,0.35,12.1,18158.0,6,12,中风险
6,0,0,0.65,30.7,16842.0,20,49,高风险
8,1,0,0.9,16.7,22105.0,11,22,中风险
0,1,1,0.2,27.6,10263.0,9,35,高风险
16,1,0,0.8,15.2,26053.0,17,57,中风险
17,0,0,0.1,-1.9,20789.0,2,16,中风险
19,1,1,0.25,9.0,12895.0,2,23,中风险
23,0,1,0.7,1.2,6316.0,5,33,中风险
2,0,1,0.0,24.5,10263.0,3,36,高风险
8,1,0,0.3,36.9,14211.0,9,32,低风险
20,1,1,0.55,40.0,30000.0,9,47,中风险
15,1,0,0.4,36.9,22105.0,13,16,中风险
17,0,0,0.25,12.1,16842.0,13,45,中风险
13,1,0,0.45,1.2,7632.0,8,22,低风险
5,1,1,0.35,5.9,28684.0,5,25,中风险
5,1,1,0.75,15.2,20789.0,16,16,高风险
15,1,0,0.45,-5.0,27368.0,3,21,低风险
22,1,1,1.0,35.3,18158.0,14,38,中风险
4,0,1,0.75,12.1,30000.0,9,23,中风险
16,0,0,0.5,10.5,28684.0,17,51,中风险
7,1,0,1.0,29.1,15526.0,9,48,低风险
7,1,0,0.4,27.6,12895.0,12,40,中风险
19,0,1,0.5,27.6,14211.0,18,18,中风险
11,0,0,0.5,-0.3,23421.0,16,41,中风险
12,0,0,0.95,4.3,15526.0,9,40,低风险
2,0,1,0.35,9.0,27368.0,10,32,高风险
2,0,1,0.9,33.8,20789.0,19,29,高风险
2,0,1,0.85,26.0,16842.0,15,40,高风险
6,1,0,0.15,10.5,27368.0,9,46,高风险
23,0,1,0.5,12.1,8947.0,8,46,中风险
11,1,0,0.4,9.0,7632.0,17,22,低风险
3,1,1,0.75,40.0,28684.0,12,15,中风险
1,1,1,0.25,12.1,19474.0,2,15,中风险
15,0,0,1.0,36.9,24737.0,3,4,低风险
0,0,1,0.1,2.8,14211.0,6,29,高风险
22,0,1,0.6,30.7,22105.0,10,33,高风险
1,0,1,0.4,4.3,10263.0,1,22,中风险
2,0,1,0.15,13.6,22105.0,9,24,高风险
10,0,0,0.1,30.7,16842.0,12,24,中风险
13,1,0,0.75,33.8,12895.0,14,20,低风险
13,1,0,0.7,30.7,15526.0,19,44,中风险
16,0,0,0.1,15.2,24737.0,18,20,中风险
6,0,0,0.45,21.4,28684.0,17,38,高风险
20,1,1,0.8,38.4,28684.0,19,26,中风险
4,1,1,0.8,1.2,22105.0,12,52,中风险
17,0,0,0.5,16.7,8947.0,15,47,中风险
9,1,0,0.95,16.7,15526.0,3,35,低风险
8,0,0,0.65,-1.9,22105.0,7,8,中风险
22,1,1,0.95,33.8,22105.0,19,44,高风险
5,0,1,0.2,-0.3,14211.0,4,40,高风险
18,0,1,0.15,9.0,23421.0,3,5,中风险
10,0,0,0.3,10.5,26053.0,19,23,中风险
12,1,0,0.75,38.4,24737.0,3,3,低风险
21,1,1,0.85,26.0,24737.0,13,18,中风险
22,0,1,0.65,33.8,27368.0,3,23,高风险
6,0,0,0.5,38.4,15526.0,16,33,中风险
18,1,1,0.3,30.7,19474.0,11,28,中风险
2,0,1,0.0,38.4,10263.0,15,21,高风险
19,0,1,0.6,35.3,18158.0,20,38,中风险
2,0,1,0.45,1.2,28684.0,2,25,中风险
3,1,1,0.0,10.5,11579.0,10,34,高风险
23,1,1,0.8,-0.3,6316.0,1,34,中风险
21,1,1,0.15,5.9,30000.0,4,21,中风险
9,1,0,0.7,35.3,16842.0,9,16,低风险
17,0,0,0.3,15.2,23421.0,19,55,中风险
19,0,1,0.35,15.2,30000.0,18,35,高风险
22,1,1,0.4,-1.9,6316.0,17,19,中风险
16,0,0,0.6,32.2,11579.0,9,10,中风险
17,0,0,0.1,33.8,5000.0,5,11,低风险
23,1,1,0.6,30.7,7632.0,15,29,中风险
3,0,1,0.2,24.5,28684.0,0,19,高风险
16,0,0,0.1,19.8,16842.0,7,8,中风险
16,0,0,0.25,15.2,23421.0,11,32,中风险
21,0,1,0.0,13.6,18158.0,12,50,高风险
14,0,0,0.45,19.8,30000.0,12,32,中风险
16,0,0,0.3,12.1,28684.0,10,36,中风险
11,0,0,0.0,40.0,10263.0,3,12,中风险
23,1,1,0.0,-0.3,6316.0,6,18,中风险
15,0,0,0.45,-3.4,8947.0,4,32,低风险
15,1,0,0.05,-3.4,20789.0,19,28,中风险
12,1,0,0.75,7.4,11579.0,14,40,低风险
23,1,1,0.75,10.5,24737.0,19,33,高风险
17,1,0,1.0,22.9,30000.0,2,11,低风险
17,1,0,0.5,40.0,26053.0,7,47,中风险
2,0,1,0.0,-3.4,15526.0,9,14,中风险
23,0,1,0.95,9.0,16842.0,8,46,中风险
22,1,1,0.0,36.9,18158.0,16,16,中风险
22,1,1,0.75,27.6,19474.0,12,45,中风险
1,0,1,0.55,29.1,24737.0,17,25,高风险
13,1,0,0.2,22.9,5000.0,19,44,中风险
9,0,0,0.2,29.1,20789.0,18,41,中风险
18,1,1,0.95,10.5,8947.0,14,45,中风险
9,0,0,0.55,22.9,19474.0,0,19,中风险
19,1,1,0.75,35.3,8947.0,16,47,中风险
7,1,0,1.0,-1.9,26053.0,14,24,低风险
21,0,1,0.5,38.4,5000.0,16,43,中风险
0,0,1,0.35,12.1,10263.0,3,9,中风险
18,0,1,0.7,2.8,24737.0,18,51,高风险
18,1,1,0.2,1.2,22105.0,17,52,高风险
5,0,1,0.1,40.0,5000.0,14,52,高风险
6,1,0,0.75,30.7,16842.0,3,27,中风险
8,0,0,0.65,4.3,16842.0,5,33,低风险
9,0,0,0.1,-0.3,8947.0,8,15,低风险
23,0,1,0.4,7.4,12895.0,18,20,高风险
13,1,0,0.45,24.5,18158.0,17,36,中风险
3,1,1,0.9,-3.4,11579.0,16,54,中风险
11,0,0,0.5,1.2,11579.0,19,23,中风险
23,0,1,0.75,16.7,20789.0,1,28,高风险
7,0,0,0.75,4.3,10263.0,8,32,低风险
21,0,1,0.65,36.9,8947.0,7,32,中风险
4,1,1,0.35,40.0,10263.0,11,41,中风险
19,0,1,0.55,1.2,5000.0,1,19,中风险
9,0,0,0.65,13.6,19474.0,9,29,中风险
10,1,0,0.7,40.0,30000.0,19,52,中风险
0,1,1,0.1,4.3,5000.0,6,20,中风险
9,1,0,0.65,27.6,11579.0,9,9,中风险
3,1,1,0.9,-1.9,30000.0,8,28,中风险
21,0,1,0.55,40.0,23421.0,14,51,中风险
4,1,1,0.55,4.3,27368.0,4,37,中风险
0,1,1,0.05,12.1,23421.0,19,46,高风险
7,1,0,0.3,22.9,7632.0,6,37,低风险
21,1,1,0.15,40.0,22105.0,20,36,高风险
19,1,1,0.95,13.6,27368.0,5,31,中风险
17,0,0,0.0,-3.4,26053.0,0,27,中风险
6,0,0,0.05,1.2,18158.0,2,11,中风险
0,1,1,0.95,1.2,28684.0,10,40,中风险
19,0,1,0.7,24.5,14211.0,6,44,中风险
16,1,0,0.45,21.4,22105.0,12,15,中风险
0,0,1,0.3,-5.0,15526.0,2,7,中风险
10,1,0,0.85,29.1,22105.0,15,23,中风险
19,1,1,0.7,9.0,14211.0,13,36,中风险
9,0,0,0.05,35.3,14211.0,10,30,中风险
21,0,1,0.6,7.4,14211.0,15,44,中风险
19,1,1,0.35,-3.4,12895.0,7,22,中风险
7,0,0,0.15,38.4,22105.0,18,47,中风险
12,1,0,0.85,22.9,16842.0,1,38,低风险
7,1,0,0.95,30.7,28684.0,2,10,低风险
5,1,1,0.85,-1.9,19474.0,20,30,中风险
11,0,0,0.5,16.7,30000.0,11,43,中风险
16,0,0,0.7,1.2,19474.0,20,48,中风险
3,0,1,0.75,10.5,8947.0,2,34,中风险
16,1,0,1.0,27.6,12895.0,5,9,低风险
12,0,0,0.8,30.7,24737.0,15,45,中风险
3,1,1,0.7,36.9,20789.0,13,25,中风险
22,1,1,0.15,18.3,15526.0,15,27,高风险
16,1,0,0.15,38.4,14211.0,18,24,中风险
23,1,1,0.2,5.9,26053.0,20,30,高风险
5,0,1,0.35,18.3,14211.0,12,40,高风险
12,1,0,0.3,32.2,15526.0,17,34,中风险
12,1,0,0.35,13.6,15526.0,19,51,中风险
14,1,0,0.5,12.1,20789.0,10,47,中风险
16,0,0,0.15,-5.0,23421.0,6,43,中风险
7,0,0,0.2,21.4,19474.0,7,45,中风险
19,1,1,0.9,18.3,30000.0,17,57,中风险
18,0,1,0.75,26.0,24737.0,9,41,中风险
7,1,0,0.8,24.5,10263.0,12,40,中风险
12,1,0,0.25,32.2,24737.0,7,8,中风险
23,1,1,0.4,-5.0,5000.0,13,50,中风险
16,0,0,0.05,32.2,12895.0,13,13,中风险
17,1,0,0.7,32.2,20789.0,6,11,中风险
12,0,0,0.7,7.4,26053.0,1,5,中风险
5,1,1,0.25,12.1,10263.0,14,30,高风险
5,0,1,1.0,16.7,24737.0,10,16,高风险
18,1,1,0.25,2.8,19474.0,1,20,中风险
4,1,1,0.8,33.8,26053.0,20,40,高风险
19,0,1,1.0,19.8,10263.0,15,34,中风险
8,0,0,0.05,21.4,22105.0,14,45,中风险
12,1,0,0.5,36.9,20789.0,20,55,中风险
16,0,0,0.5,-3.4,8947.0,2,7,低风险
3,0,1,0.1,40.0,14211.0,1,35,中风险
19,0,1,0.9,-3.4,7632.0,8,24,低风险
22,0,1,0.9,7.4,28684.0,7,16,中风险
4,0,1,0.0,4.3,10263.0,13,35,高风险
4,1,1,0.65,2.8,22105.0,20,34,高风险
0,0,1,0.9,-1.9,8947.0,16,47,中风险
5,1,1,0.85,4.3,8947.0,1,6,低风险
16,1,0,0.95,16.7,28684.0,17,29,中风险
1,0,1,0.55,38.4,23421.0,3,29,中风险
14,1,0,0.55,35.3,5000.0,15,41,低风险
8,0,0,0.85,13.6,7632.0,1,28,低风险
11,1,0,0.7,29.1,5000.0,9,27,低风险
11,0,0,0.45,13.6,16842.0,16,51,中风险
9,1,0,0.2,10.5,16842.0,2,31,中风险
4,1,1,0.55,4.3,12895.0,7,8,中风险
15,0,0,0.05,-0.3,8947.0,7,44,中风险
9,1,0,0.95,4.3,24737.0,9,43,低风险
23,0,1,0.05,18.3,26053.0,3,16,高风险
16,0,0,0.5,2.8,19474.0,8,30,低风险
14,1,0,0.5,30.7,24737.0,6,38,中风险
6,0,0,0.05,5.9,12895.0,3,6,中风险
22,0,1,0.9,15.2,5000.0,16,50,中风险
8,1,0,0.85,19.8,27368.0,1,2,低风险
5,1,1,0.8,32.2,27368.0,5,28,中风险
7,0,0,0.95,-3.4,24737.0,13,31,中风险
5,1,1,0.0,-0.3,7632.0,18,41,中风险
4,1,1,0.5,33.8,27368.0,10,28,高风险
9,0,0,0.2,27.6,14211.0,12,23,中风险
21,1,1,1.0,27.6,26053.0,19,25,中风险
12,0,0,0.3,26.0,28684.0,9,32,中风险
1,0,1,0.7,38.4,7632.0,10,17,中风险
14,0,0,0.95,38.4,15526.0,19,53,中风险
12,1,0,0.0,1.2,18158.0,14,41,中风险
6,0,0,0.7,1.2,6316.0,4,8,中风险
22,1,1,0.5,-1.9,26053.0,3,10,中风险
1,1,1,0.15,18.3,6316.0,14,35,高风险
0,1,1,0.8,18.3,15526.0,5,38,中风险
5,0,1,0.6,-3.4,22105.0,15,54,高风险
17,1,0,0.15,5.9,19474.0,12,26,中风险
2,1,1,0.0,-5.0,22105.0,0,32,高风险
7,1,0,0.6,-5.0,5000.0,10,38,低风险
15,0,0,0.35,1.2,12895.0,19,29,中风险
20,1,1,0.0,4.3,23421.0,3,18,中风险
9,1,0,0.35,36.9,15526.0,17,40,中风险
0,1,1,0.8,22.9,14211.0,13,29,中风险
16,1,0,0.45,33.8,15526.0,12,37,中风险
3,0,1,0.75,4.3,15526.0,17,51,中风险
10,0,0,0.45,35.3,22105.0,4,43,中风险
5,0,1,0.05,-0.3,11579.0,9,27,高风险
9,1,0,0.7,29.1,23421.0,14,33,中风险
10,1,0,0.45,12.1,16842.0,6,38,低风险
19,0,1,0.55,26.0,8947.0,1,14,中风险
20,0,1,0.3,36.9,10263.0,8,22,中风险
14,1,0,0.85,5.9,15526.0,12,21,低风险
22,1,1,0.7,21.4,27368.0,7,32,高风险
23,0,1,0.3,-0.3,23421.0,2,24,中风险
16,0,0,0.35,22.9,5000.0,16,38,中风险
4,1,1,0.6,-1.9,18158.0,5,26,中风险
17,1,0,0.9,5.9,11579.0,20,42,低风险
20,0,1,0.55,-0.3,7632.0,13,22,中风险
6,1,0,0.65,1.2,16842.0,11,17,中风险
20,1,1,0.05,-1.9,27368.0,7,36,中风险
17,0,0,0.2,5.9,6316.0,2,42,中风险
8,0,0,0.7,1.2,5000.0,13,20,低风险
21,0,1,0.15,38.4,10263.0,15,50,中风险
20,1,1,0.5,19.8,14211.0,10,47,中风险
18,1,1,0.25,2.8,16842.0,12,50,中风险
18,1,1,0.05,2.8,18158.0,12,33,中风险
3,1,1,0.65,15.2,20789.0,1,15,高风险
16,0,0,1.0,15.2,30000.0,9,36,中风险
17,1,0,0.6,1.2,14211.0,8,19,低风险
7,1,0,0.7,5.9,11579.0,2,31,低风险
11,0,0,0.1,12.1,27368.0,14,54,中风险
6,1,0,0.4,4.3,5000.0,15,18,中风险
19,0,1,0.1,9.0,27368.0,19,19,高风险
4,1,1,0.6,12.1,10263.0,5,16,中风险
1,1,1,0.4,1.2,14211.0,17,48,中风险
7,0,0,0.95,-3.4,19474.0,6,8,低风险
23,1,1,0.45,15.2,14211.0,13,39,高风险
3,1,1,0.8,5.9,28684.0,4,19,中风险
10,1,0,0.5,27.6,5000.0,6,13,低风险
14,1,0,0.75,16.7,15526.0,14,38,中风险
12,1,0,0.6,27.6,26053.0,13,16,中风险
0,0,1,0.25,9.0,30000.0,11,39,高风险
19,0,1,0.35,33.8,11579.0,6,36,中风险
7,0,0,0.35,-3.4,5000.0,9,40,低风险
9,0,0,0.4,30.7,26053.0,10,10,中风险
0,0,1,0.15,4.3,22105.0,7,27,高风险
3,0,1,0.9,7.4,28684.0,7,33,中风险
0,0,1,0.25,24.5,7632.0,17,52,高风险
23,1,1,0.3,-0.3,15526.0,7,45,中风险
23,1,1,0.85,40.0,20789.0,8,48,中风险
5,1,1,0.6,19.8,27368.0,4,22,高风险
17,0,0,0.1,22.9,8947.0,17,36,中风险
15,0,0,0.85,29.1,23421.0,12,35,中风险
13,0,0,0.5,32.2,15526.0,4,33,中风险
18,1,1,0.8,16.7,15526.0,11,35,中风险
18,1,1,0.0,32.2,6316.0,19,33,中风险
3,1,1,1.0,29.1,30000.0,16,41,中风险
15,1,0,0.25,30.7,11579.0,0,0,低风险
9,0,0,1.0,9.0,28684.0,0,10,低风险
20,0,1,0.8,12.1,5000.0,19,26,中风险
7,1,0,0.4,7.4,14211.0,3,31,低风险
20,0,1,0.6,2.8,23421.0,19,46,中风险
21,1,1,0.8,32.2,23421.0,13,50,中风险
3,0,1,0.25,9.0,28684.0,14,35,高风险
4,1,1,0.55,-1.9,12895.0,3,36,中风险
2,1,1,0.8,24.5,27368.0,20,44,高风险
8,0,0,0.85,19.8,26053.0,3,29,中风险
18,0,1,0.8,26.0,28684.0,16,53,高风险
19,1,1,0.2,35.3,10263.0,7,14,中风险
12,1,0,0.35,2.8,12895.0,3,13,低风险
18,0,1,0.45,16.7,7632.0,3,13,中风险
5,1,1,0.4,-1.9,12895.0,7,12,中风险
0,0,1,0.4,2.8,19474.0,12,50,中风险
19,0,1,0.1,1.2,28684.0,15,47,高风险
7,1,0,0.85,21.4,16842.0,1,9,低风险
15,1,0,0.1,30.7,19474.0,19,38,中风险
10,0,0,0.95,15.2,26053.0,2,22,中风险
